Sample Rate,512.242 hertz

-41.92
-44.644
-47.03
-49.05
-50.681
-51.904
-52.708
-53.099
-53.097
-52.734
-52.057
-51.123
-49.986
-48.719
-47.392
-46.07
-44.828
-43.72
-42.823
-42.265
-42.113
-42.358
-42.896
-43.448
-43.697
-43.411
-42.302
-40.025
-36.442
-31.619
-25.924
-20.231
-15.456
-12.278
-11.36
-13.204
-17.801
-24.629
-32.522
-39.4
-42.969
-41.117
-31.743
-13.102
15.772
54.908
103.279
158.524
217.4
276.165
330.599
376.408
409.679
427.393
427.475
409.169
373.385
322.452
259.752
189.514
116.694
46.161
-17.459
-69.949
-109.574
-137.131
-152.767
-156.858
-149.754
-129.962
-101.222
-71.489
-47.452
-36.667
-40.071
-51.313
-64.948
-75.049
-79.276
-80.492
-80.557
-80.966
-82.283
-83.063
-82.859
-82.054
-81.086
-80.777
-81.462
-82.966
-85.129
-87.755
-90.661
-93.715
-96.76
-99.652
-102.293
-104.612
-106.562
-108.117
-109.251
-109.956
-110.23
-110.066
-109.474
-108.483
-107.131
-105.462
-103.517
-101.327
-98.929
-96.36
-93.664
-90.888
-88.066
-85.222
-82.372
-79.528
-76.7
-73.899
-71.123
-68.365
-65.615
-62.864
-60.108
-57.341
-54.559
-51.75
-48.904
-46.008
-43.055
-40.039
-36.951
-33.785
-30.535
-27.196
-23.764
-20.238
-16.616
-12.895
-9.072
-5.145
-1.113
3.023
7.263
11.604
16.044
20.577
25.195
29.892
34.656
39.478
44.345
49.245
54.162
59.08
63.983
68.851
73.668
78.411
83.061
87.598
91.999
96.244
100.313
104.184
107.838
111.255
114.417
117.306
119.907
122.203
124.182
125.83
127.138
128.097
128.699
128.94
128.817
128.329
127.479
126.271
124.71
122.804
120.564
118.003
115.134
111.976
108.547
104.866
100.957
96.844
92.554
88.112
83.546
78.882
74.149
69.374
64.588
59.822
55.104
50.463
45.928
41.526
37.285
33.227
29.376
25.746
22.352
19.207
16.324
13.717
11.395
9.363
7.62
6.162
4.982
4.076
3.436
3.052
2.91
2.997
3.305
3.832
4.58
5.547
6.722
8.083
9.611
11.299
13.15
15.187
17.417
19.819
22.356
24.983
27.654
30.362
33.062
35.632
38
40.156
42.164
44.259
46.63
49.209
51.874
54.512
56.826
58.483
59
57.435
52.94
45.29
34.595
21.258
6.176
-9.671
-25.059
-38.006
-46.571
-49.723
-47.065
-38.715
-25.538
-8.935
9.147
25.989
38.564
45.588
47.504
43.322
31.989
12.101
-19.443
-59.618
-100.67
-135.69
-156.149
-160.27
-154.204
-143.323
-133.974
-128.949
-125.431
-121.803
-117.132
-111.835
-108.401
-107.852
-109.914
-113.798
-118.153
-122.296
-126.071
-129.175
-131.41
-132.677
-132.952
-132.481
-131.599
-130.446
-129.054
-127.431
-125.54
-123.392
-121.023
-118.412
-115.525
-112.358
-108.932
-105.298
-101.522
-97.65
-93.71
-89.726
-85.717
-81.707
-77.723
-73.786
-69.915
-66.123
-62.417
-58.805
-55.293
-51.888
-48.594
-45.41
-42.337
-39.376
-36.531
-33.805
-31.204
-28.73
-26.383
-24.16
-22.06
-20.079
-18.213
-16.459
-14.81
-13.262
-11.807
-10.441
-9.156
-7.947
-6.805
-5.723
-4.694
-3.71
-2.765
-1.852
-0.966
-0.101
0.747
1.584
2.412
3.236
4.058
4.881
5.707
6.538
7.376
8.222
9.076
9.94
10.812
11.693
12.582
13.477
14.377
15.281
16.186
17.091
17.993
18.889
19.778
20.656
21.521
22.37
23.201
24.012
24.801
25.565
26.303
27.014
27.697
28.35
28.973
29.565
30.125
30.652
31.145
31.604
32.028
32.416
32.766
33.079
33.353
33.586
33.778
33.926
34.029
34.085
34.091
34.045
33.944
33.784
33.563
33.278
32.925
32.5
31.996
31.411
30.738
29.972
29.106
28.133
27.045
25.835
24.495
23.019
21.398
19.624
17.693
15.599
13.339
10.909
8.305
5.523
2.563
-0.578
-3.902
-7.409
-11.102
-14.98
-19.038
-23.268
-27.664
-32.219
-36.928
-41.79
-46.796
-51.937
-57.204
-62.588
-68.074
-73.646
-79.269
-84.903
-90.508
-96.05
-101.499
-106.831
-112.015
-117.017
-121.807
-126.353
-130.64
-134.655
-138.371
-141.77
-144.851
-147.633
-150.181
-152.577
-154.883
-157.154
-159.426
-161.744
-164.176
-166.778
-169.592
-172.637
-175.892
-179.384
-183.206
-187.354
-191.714
-196.06
-200.022
-203.277
-205.574
-206.557
-205.909
-203.548
-199.614
-194.581
-189.079
-183.705
-179.273
-176.618
-176.187
-177.154
-177.433
-174.985
-168.717
-160.411
-152.752
-146.006
-137.883
-120.997
-87.482
-33.718
40.059
124.368
205.657
270.157
303.779
303.219
272.313
218.643
154.755
84.4
5.961
-79.231
-169.042
-252.369
-313.828
-347.263
-355.428
-347.665
-335.159
-322.4
-305.734
-282.855
-256.626
-232.312
-218.606
-218.636
-226.928
-237.733
-244.755
-245.321
-242.452
-238.379
-234.737
-232.15
-229.234
-225.583
-221.612
-217.762
-214.822
-213.09
-212.375
-212.531
-213.353
-214.653
-216.295
-218.108
-219.936
-221.667
-223.201
-224.476
-225.461
-226.124
-226.456
-226.452
-226.099
-225.41
-224.421
-223.164
-221.68
-220
-218.146
-216.149
-214.044
-211.872
-209.678
-207.491
-205.324
-203.187
-201.084
-199.016
-196.982
-194.972
-192.963
-190.937
-188.88
-186.779
-184.627
-182.412
-180.119
-177.734
-175.243
-172.636
-169.905
-167.043
-164.042
-160.897
-157.605
-154.166
-150.583
-146.858
-142.993
-138.989
-134.85
-130.581
-126.188
-121.679
-117.061
-112.344
-107.538
-102.657
-97.714
-92.725
-87.705
-82.669
-77.634
-72.62
-67.643
-62.722
-57.876
-53.123
-48.483
-43.974
-39.617
-35.431
-31.433
-27.642
-24.077
-20.755
-17.691
-14.901
-12.399
-10.199
-8.31
-6.745
-5.511
-4.615
-4.064
-3.861
-4.009
-4.507
-5.356
-6.551
-8.088
-9.959
-12.156
-14.67
-17.488
-20.598
-23.985
-27.633
-31.526
-35.647
-39.977
-44.498
-49.19
-54.028
-58.989
-64.05
-69.187
-74.383
-79.612
-84.844
-90.06
-95.254
-100.415
-105.534
-110.594
-115.549
-120.379
-125.09
-129.648
-133.985
-138.046
-141.774
-145.153
-148.241
-151.05
-153.502
-155.667
-157.803
-159.961
-162.065
-164.149
-165.933
-167.953
-171.831
-177.201
-182.594
-185.549
-181.463
-170.694
-157.865
-147.606
-146.483
-154.835
-166.495
-176.704
-180.298
-176.456
-169.817
-163.213
-158.605
-156.566
-155.218
-153.733
-152.182
-150.512
-149.02
-147.78
-146.545
-145.249
-143.941
-142.618
-141.274
-139.922
-138.577
-137.264
-136.029
-134.886
-133.815
-132.81
-131.872
-130.998
-130.188
-129.44
-128.744
-128.096
-127.494
-126.937
-126.421
-125.942
-125.495
-125.075
-124.679
-124.302
-123.939
-123.587
-123.242
-122.901
-122.559
-122.216
-121.868
-121.513
-121.151
-120.781
-120.401
-120.011
-119.613
-119.205
-118.788
-118.364
-117.935
-117.501
-117.066
-116.632
-116.2
-115.775
-115.358
-114.952
-114.559
-114.184
-113.827
-113.492
-113.183
-112.9
-112.648
-112.43
-112.247
-112.104
-112.001
-111.943
-111.929
-111.962
-112.044
-112.175
-112.356
-112.588
-112.872
-113.209
-113.598
-114.04
-114.535
-115.083
-115.682
-116.334
-117.036
-117.787
-118.587
-119.434
-120.328
-121.267
-122.251
-123.28
-124.352
-125.467
-126.624
-127.824
-129.064
-130.344
-131.663
-133.019
-134.41
-135.836
-137.293
-138.782
-140.301
-141.847
-143.419
-145.016
-146.635
-148.272
-149.926
-151.593
-153.27
-154.953
-156.64
-158.325
-160.006
-161.68
-163.342
-164.987
-166.613
-168.211
-169.778
-171.307
-172.789
-174.219
-175.588
-176.887
-178.108
-179.245
-180.291
-181.237
-182.08
-182.813
-183.431
-183.931
-184.306
-184.552
-184.661
-184.628
-184.446
-184.108
-183.609
-182.946
-182.115
-181.115
-179.946
-178.611
-177.109
-175.442
-173.608
-171.603
-169.426
-167.082
-164.579
-161.931
-159.157
-156.284
-153.339
-150.352
-147.347
-144.342
-141.346
-138.358
-135.377
-132.398
-129.427
-126.478
-123.568
-120.708
-117.906
-115.164
-112.471
-109.808
-107.147
-104.452
-101.698
-98.879
-96.009
-93.129
-90.29
-87.559
-84.984
-82.598
-80.432
-78.51
-76.855
-75.493
-74.457
-73.785
-73.532
-73.769
-74.548
-75.907
-77.846
-80.326
-83.286
-86.638
-90.303
-94.211
-98.291
-102.473
-106.693
-110.892
-115.012
-118.992
-122.749
-126.179
-129.191
-131.706
-133.671
-135.077
-135.946
-136.321
-136.255
-135.8
-135.007
-133.948
-132.708
-131.358
-129.971
-128.618
-127.362
-126.325
-125.659
-125.419
-125.568
-125.971
-126.354
-126.484
-126.234
-125.349
-123.49
-120.56
-116.653
-112.162
-107.833
-104.162
-101.318
-99.628
-99.505
-100.891
-103.304
-105.614
-106.049
-103.234
-96.118
-83.392
-63.637
-35.929
-0.161
42.664
90.651
141.852
193.892
243.754
287.982
322.809
345.207
353.438
346.21
323.74
288.63
242.8
188.393
127.558
59.854
-10.649
-75.417
-126.741
-156.351
-163.46
-155.546
-139.796
-123.784
-110.919
-99.477
-89.159
-79.67
-71.274
-65.808
-63.444
-63.427
-64.993
-66.697
-67.403
-66.784
-64.774
-61.565
-57.607
-53.281
-48.895
-44.844
-41.496
-39.006
-37.391
-36.565
-36.334
-36.537
-37.058
-37.755
-38.487
-39.134
-39.572
-39.727
-39.574
-39.089
-38.257
-37.077
-35.541
-33.664
-31.487
-29.047
-26.381
-23.526
-20.509
-17.365
-14.136
-10.864
-7.597
-4.369
-1.196
1.906
4.931
7.877
10.741
13.533
16.27
18.968
21.64
24.297
26.948
29.605
32.282
34.996
37.761
40.589
43.491
46.476
49.556
52.737
56.029
59.435
62.96
66.607
70.381
74.287
78.329
82.506
86.82
91.269
95.851
100.559
105.388
110.326
115.364
120.489
125.689
130.95
136.259
141.6
146.956
152.31
157.644
162.937
168.168
173.312
178.344
183.241
187.978
192.533
196.884
201.008
204.884
208.496
211.824
214.848
217.548
219.898
221.876
223.472
224.678
225.492
225.921
225.971
225.649
224.973
223.954
222.597
220.903
218.857
216.448
213.675
210.546
207.081
203.304
199.22
194.836
190.155
185.169
179.874
174.262
168.305
161.995
155.348
148.4
141.22
133.891
126.473
119.015
111.556
104.126
96.773
89.546
82.482
75.637
69.064
62.824
57.01
51.688
46.885
42.603
38.802
35.416
32.403
29.731
27.365
25.287
23.467
21.876
20.499
19.313
18.287
17.375
16.506
15.621
14.694
13.716
12.709
11.714
10.755
9.847
9.013
8.26
7.594
7.019
6.521
6.085
5.707
5.392
5.158
5.021
4.982
5.033
5.156
5.325
5.519
5.721
5.911
6.074
6.201
6.287
6.337
6.36
6.357
6.331
6.28
6.199
6.089
5.952
5.791
5.611
5.417
5.215
5.011
4.813
4.626
4.452
4.293
4.15
4.022
3.913
3.822
3.753
3.707
3.687
3.696
3.737
3.813
3.924
4.073
4.259
4.483
4.744
5.041
5.373
5.739
6.136
6.563
7.019
7.501
8.007
8.534
9.079
9.64
10.212
10.792
11.376
11.962
12.544
13.12
13.687
14.241
14.778
15.296
15.791
16.261
16.701
17.108
17.479
17.81
18.098
18.342
18.538
18.684
18.78
18.824
18.814
18.75
18.631
18.455
18.224
17.935
17.59
17.19
16.734
16.224
15.662
15.05
14.389
13.683
12.932
12.139
11.307
10.437
9.534
8.599
7.636
6.648
5.638
4.609
3.564
2.508
1.443
0.373
-0.699
-1.769
-2.834
-3.889
-4.931
-5.955
-6.957
-7.932
-8.876
-9.783
-10.651
-11.474
-12.249
-12.971
-13.637
-14.242
-14.785
-15.26
-15.664
-15.995
-16.248
-16.421
-16.512
-16.517
-16.435
-16.264
-16.003
-15.649
-15.203
-14.663
-14.028
-13.298
-12.473
-11.555
-10.545
-9.446
-8.261
-6.993
-5.648
-4.231
-2.749
-1.208
0.385
2.023
3.697
5.4
7.121
8.853
10.585
12.307
14.005
15.669
17.286
18.844
20.332
21.736
23.047
24.254
25.349
26.324
27.172
27.883
28.446
28.854
29.101
29.18
29.087
28.818
28.37
27.745
26.95
25.991
24.869
23.584
22.128
20.501
18.705
16.747
14.636
12.387
10.014
7.543
5.012
2.456
-0.091
-2.601
-5.058
-7.434
-9.692
-11.795
-13.694
-15.355
-16.756
-17.874
-18.699
-19.24
-19.517
-19.569
-19.457
-19.237
-18.978
-18.758
-18.647
-18.725
-19.067
-19.76
-20.934
-22.641
-24.83
-27.358
-29.956
-32.331
-34.279
-35.554
-35.801
-34.866
-32.864
-30.148
-27.442
-25.442
-24.509
-24.933
-27.047
-30.811
-35.661
-40.522
-43.661
-43.202
-37.651
-25.694
-6.129
22.001
59.058
104.376
156.51
212.305
267.257
318.658
364.358
403.334
437.319
462.756
473.154
464.327
430.167
372.758
299.681
214.015
123.408
33.756
-49.372
-112.484
-148.629
-156.893
-141.307
-115.479
-89.406
-67.493
-51.359
-37.49
-24.098
-12.191
-3.195
0.411
-1.863
-8.522
-17.542
-26.473
-33.951
-39.654
-43.256
-44.461
-43.308
-40.068
-35.507
-30.806
-26.643
-23.241
-20.756
-19.242
-18.713
-19.166
-20.367
-21.86
-23.35
-24.676
-25.722
-26.487
-26.942
-27.031
-26.769
-26.207
-25.379
-24.33
-23.085
-21.644
-20.021
-18.245
-16.338
-14.343
-12.301
-10.252
-8.24
-6.292
-4.427
-2.664
-1.012
0.523
1.941
3.25
4.467
5.6
6.66
7.659
8.609
9.532
10.447
11.372
12.323
13.318
14.37
15.495
16.707
18.014
19.428
20.961
22.625
24.434
26.397
28.51
30.772
33.186
35.75
38.462
41.315
44.296
47.398
50.629
53.991
57.492
61.123
64.864
68.696
72.596
76.552
80.568
84.633
88.727
92.839
96.962
101.095
105.25
109.406
113.505
117.499
121.336
124.982
128.426
131.645
134.613
