year,month,dow,sex,count
1999,Mar,Fri,M,23910
1999,Mar,Sat,F,16911
1999,Mar,Sat,M,17380
1999,Apr,Sun,F,14395
1999,Apr,Sun,M,14978
1999,Apr,Mon,F,20971
1999,Apr,Mon,M,22308
1999,Apr,Tue,F,23411
1999,Apr,Tue,M,24644
1999,Apr,Wed,F,22826
1999,Apr,Wed,M,24376
1999,Apr,Thu,F,28465
1999,Apr,Thu,M,29951
1999,Apr,Fri,F,27858
1999,Apr,Fri,M,29590
1999,Apr,Sat,F,16224
1999,Apr,Sat,M,17160
1999,May,Sun,F,18752
1999,May,Sun,M,19415
1999,May,Mon,F,25525
1999,May,Mon,M,26944
1999,May,Tue,F,24356
1999,May,Tue,M,25724
1999,May,Wed,F,23690
1999,May,Wed,M,24837
1999,May,Thu,F,23862
1999,May,Thu,M,24832
1999,May,Fri,F,23304
1999,May,Fri,M,24762
1999,May,Sat,F,20635
1999,May,Sat,M,22168
1999,Jun,Sun,F,15037
1999,Jun,Sun,M,15985
1999,Jun,Mon,F,22227
1999,Jun,Mon,M,23081
1999,Jun,Tue,F,30151
1999,Jun,Tue,M,31727
1999,Jun,Wed,F,30057
1999,Jun,Wed,M,31665
1999,Jun,Thu,F,24273
1999,Jun,Thu,M,25232
1999,Jun,Fri,F,23500
1999,Jun,Fri,M,24530
1999,Jun,Sat,F,17010
1999,Jun,Sat,M,18041
1999,Jul,Sun,F,15706
1999,Jul,Sun,M,16396
1999,Jul,Mon,F,21013
1999,Jul,Mon,M,22193
1999,Jul,Tue,F,24613
1999,Jul,Tue,M,25655
1999,Jul,Wed,F,25302
1999,Jul,Wed,M,26217
1999,Jul,Thu,F,31495
1999,Jul,Thu,M,33225
1999,Jul,Fri,F,30799
1999,Jul,Fri,M,32150
1999,Jul,Sat,F,21977
1999,Jul,Sat,M,23485
1999,Aug,Sun,F,19798
1999,Aug,Sun,M,20857
1999,Aug,Mon,F,28473
1999,Aug,Mon,M,29644
1999,Aug,Tue,F,31601
1999,Aug,Tue,M,33094
1999,Aug,Wed,F,24630
1999,Aug,Wed,M,25986
1999,Aug,Thu,F,24979
1999,Aug,Thu,M,26176
1999,Aug,Fri,F,24277
1999,Aug,Fri,M,25478
1999,Aug,Sat,F,17960
1999,Aug,Sat,M,18798
1999,Sep,Sun,F,16467
1999,Sep,Sun,M,17092
1999,Sep,Mon,F,21447
1999,Sep,Mon,M,22416
1999,Sep,Tue,F,25106
1999,Sep,Tue,M,26428
1999,Sep,Wed,F,31636
1999,Sep,Wed,M,33112
1999,Sep,Thu,F,32080
1999,Sep,Thu,M,33942
1999,Sep,Fri,F,25521
1999,Sep,Fri,M,26778
1999,Sep,Sat,F,18442
1999,Sep,Sat,M,19356
1999,Oct,Sun,F,18920
1999,Oct,Sun,M,19370
1999,Oct,Mon,F,22064
1999,Oct,Mon,M,22791
1999,Oct,Tue,F,24468
1999,Oct,Tue,M,25465
1999,Oct,Wed,F,23568
1999,Oct,Wed,M,24541
1999,Oct,Thu,F,23514
1999,Oct,Thu,M,24630
1999,Oct,Fri,F,29811
1999,Oct,Fri,M,30778
1999,Oct,Sat,F,21002
1999,Oct,Sat,M,22429
1999,Nov,Sun,F,14685
1999,Nov,Sun,M,15297
1999,Nov,Mon,F,27550
1999,Nov,Mon,M,28533
1999,Nov,Tue,F,30232
1999,Nov,Tue,M,31658
1999,Nov,Wed,F,22772
1999,Nov,Wed,M,23780
1999,Nov,Thu,F,21034
1999,Nov,Thu,M,22065
1999,Nov,Fri,F,21940
1999,Nov,Fri,M,22540
1999,Nov,Sat,F,16392
1999,Nov,Sat,M,17189
1999,Dec,Sun,F,14756
1999,Dec,Sun,M,15490
1999,Dec,Mon,F,22431
1999,Dec,Mon,M,23482
1999,Dec,Tue,F,25095
1999,Dec,Tue,M,26610
1999,Dec,Wed,F,30230
1999,Dec,Wed,M,31387
1999,Dec,Thu,F,28593
1999,Dec,Thu,M,30139
1999,Dec,Fri,F,25887
1999,Dec,Fri,M,27057
1999,Dec,Sat,F,15841
1999,Dec,Sat,M,16622
2000,Jan,Sun,F,18666
2000,Jan,Sun,M,19755
2000,Jan,Mon,F,26946
2000,Jan,Mon,M,28328
2000,Jan,Tue,F,24280
2000,Jan,Tue,M,25148
2000,Jan,Wed,F,23695
2000,Jan,Wed,M,24618
2000,Jan,Thu,F,23394
2000,Jan,Thu,M,24808
2000,Jan,Fri,F,23154
2000,Jan,Fri,M,24440
2000,Jan,Sat,F,21153
2000,Jan,Sat,M,22128
2000,Feb,Sun,F,15040
2000,Feb,Sun,M,16006
2000,Feb,Mon,F,22035
2000,Feb,Mon,M,22928
2000,Feb,Tue,F,30120
2000,Feb,Tue,M,31649
2000,Feb,Wed,F,23393
2000,Feb,Wed,M,24992
2000,Feb,Thu,F,23730
2000,Feb,Thu,M,24899
2000,Feb,Fri,F,23538
2000,Feb,Fri,M,24646
2000,Feb,Sat,F,16838
2000,Feb,Sat,M,17877
2000,Mar,Sun,F,15719
2000,Mar,Sun,M,16383
2000,Mar,Mon,F,21977
2000,Mar,Mon,M,23133
2000,Mar,Tue,F,24650
2000,Mar,Tue,M,25863
2000,Mar,Wed,F,29585
2000,Mar,Wed,M,31076
2000,Mar,Thu,F,29517
2000,Mar,Thu,M,31161
2000,Mar,Fri,F,27879
2000,Mar,Fri,M,29379
2000,Mar,Sat,F,16797
2000,Mar,Sat,M,17813
2000,Apr,Sun,F,18593
2000,Apr,Sun,M,19803
2000,Apr,Mon,F,22154
2000,Apr,Mon,M,23213
2000,Apr,Tue,F,24462
2000,Apr,Tue,M,25225
2000,Apr,Wed,F,23523
2000,Apr,Wed,M,24936
2000,Apr,Thu,F,23192
2000,Apr,Thu,M,24336
2000,Apr,Fri,F,22602
2000,Apr,Fri,M,23621
2000,Apr,Sat,F,20512
2000,Apr,Sat,M,21361
2000,May,Sun,F,16038
2000,May,Sun,M,17101
2000,May,Mon,F,26968
2000,May,Mon,M,27786
2000,May,Tue,F,30174
2000,May,Tue,M,31999
2000,May,Wed,F,29793
2000,May,Wed,M,31054
2000,May,Thu,F,23923
2000,May,Thu,M,25456
2000,May,Fri,F,22900
2000,May,Fri,M,24278
2000,May,Sat,F,16647
2000,May,Sat,M,17487
2000,Jun,Sun,F,16213
2000,Jun,Sun,M,17168
2000,Jun,Mon,F,22724
2000,Jun,Mon,M,24293
2000,Jun,Tue,F,24621
2000,Jun,Tue,M,26106
2000,Jun,Wed,F,25006
2000,Jun,Wed,M,26650
2000,Jun,Thu,F,31135
2000,Jun,Thu,M,32625
2000,Jun,Fri,F,29240
2000,Jun,Fri,M,30424
2000,Jun,Sat,F,17419
2000,Jun,Sat,M,17981
2000,Jul,Sun,F,21004
2000,Jul,Sun,M,22082
2000,Jul,Mon,F,28168
2000,Jul,Mon,M,29540
2000,Jul,Tue,F,23922
2000,Jul,Tue,M,25133
2000,Jul,Wed,F,24695
2000,Jul,Wed,M,25776
2000,Jul,Thu,F,25297
2000,Jul,Thu,M,26590
2000,Jul,Fri,F,24911
2000,Jul,Fri,M,26210
2000,Jul,Sat,F,22330
2000,Jul,Sat,M,23771
2000,Aug,Sun,F,16675
2000,Aug,Sun,M,17436
2000,Aug,Mon,F,23911
2000,Aug,Mon,M,24934
2000,Aug,Tue,F,32089
2000,Aug,Tue,M,33434
2000,Aug,Wed,F,31166
2000,Aug,Wed,M,32696
2000,Aug,Thu,F,30750
2000,Aug,Thu,M,31980
2000,Aug,Fri,F,24152
2000,Aug,Fri,M,25099
2000,Aug,Sat,F,17765
2000,Aug,Sat,M,18451
2000,Sep,Sun,F,16954
2000,Sep,Sun,M,17710
2000,Sep,Mon,F,22344
2000,Sep,Mon,M,23320
2000,Sep,Tue,F,25643
2000,Sep,Tue,M,26587
2000,Sep,Wed,F,25966
2000,Sep,Wed,M,27126
2000,Sep,Thu,F,26876
2000,Sep,Thu,M,27506
2000,Sep,Fri,F,30467
2000,Sep,Fri,M,32182
2000,Sep,Sat,F,22161
2000,Sep,Sat,M,23262
2000,Oct,Sun,F,20240
2000,Oct,Sun,M,21547
2000,Oct,Mon,F,28139
2000,Oct,Mon,M,29867
2000,Oct,Tue,F,29794
2000,Oct,Tue,M,31260
2000,Oct,Wed,F,24683
2000,Oct,Wed,M,25826
2000,Oct,Thu,F,24582
2000,Oct,Thu,M,25578
2000,Oct,Fri,F,22867
2000,Oct,Fri,M,23924
2000,Oct,Sat,F,17734
2000,Oct,Sat,M,18348
2000,Nov,Sun,F,16239
2000,Nov,Sun,M,16840
2000,Nov,Mon,F,23523
2000,Nov,Mon,M,24452
2000,Nov,Tue,F,26264
2000,Nov,Tue,M,27159
2000,Nov,Wed,F,30416
2000,Nov,Wed,M,31688
2000,Nov,Thu,F,28256
2000,Nov,Thu,M,29271
2000,Nov,Fri,F,22199
2000,Nov,Fri,M,23136
2000,Nov,Sat,F,17189
2000,Nov,Sat,M,17660
2000,Dec,Sun,F,18824
2000,Dec,Sun,M,19617
2000,Dec,Mon,F,20854
2000,Dec,Mon,M,21484
2000,Dec,Tue,F,24127
2000,Dec,Tue,M,25510
2000,Dec,Wed,F,24671
2000,Dec,Wed,M,26292
2000,Dec,Thu,F,25902
2000,Dec,Thu,M,26717
2000,Dec,Fri,F,29379
2000,Dec,Fri,M,30683
2000,Dec,Sat,F,21182
2000,Dec,Sat,M,21951
2001,Jan,Sun,F,15064
2001,Jan,Sun,M,15716
2001,Jan,Mon,F,25635
2001,Jan,Mon,M,26309
2001,Jan,Tue,F,28718
2001,Jan,Tue,M,30261
2001,Jan,Wed,F,29675
2001,Jan,Wed,M,30981
2001,Jan,Thu,F,24066
2001,Jan,Thu,M,25250
2001,Jan,Fri,F,23948
2001,Jan,Fri,M,25032
2001,Jan,Sat,F,17298
2001,Jan,Sat,M,17659
2001,Feb,Sun,F,14907
2001,Feb,Sun,M,15241
2001,Feb,Mon,F,21960
2001,Feb,Mon,M,22495
2001,Feb,Tue,F,23669
2001,Feb,Tue,M,24828
2001,Feb,Wed,F,24075
2001,Feb,Wed,M,25090
2001,Feb,Thu,F,23786
2001,Feb,Thu,M,25234
2001,Feb,Fri,F,23697
2001,Feb,Fri,M,24791
2001,Feb,Sat,F,16546
2001,Feb,Sat,M,17580
2001,Mar,Sun,F,14802
2001,Mar,Sun,M,15561
2001,Mar,Mon,F,21919
2001,Mar,Mon,M,22811
2001,Mar,Tue,F,24104
2001,Mar,Tue,M,25202
2001,Mar,Wed,F,23752
2001,Mar,Wed,M,25348
2001,Mar,Thu,F,29843
2001,Mar,Thu,M,31385
2001,Mar,Fri,F,29619
2001,Mar,Fri,M,31139
2001,Mar,Sat,F,21320
2001,Mar,Sat,M,22283
2001,Apr,Sun,F,18050
2001,Apr,Sun,M,18842
2001,Apr,Mon,F,27631
2001,Apr,Mon,M,28880
2001,Apr,Tue,F,24572
2001,Apr,Tue,M,26171
2001,Apr,Wed,F,24309
2001,Apr,Wed,M,25395
2001,Apr,Thu,F,24026
2001,Apr,Thu,M,25033
2001,Apr,Fri,F,23139
2001,Apr,Fri,M,24070
2001,Apr,Sat,F,16508
2001,Apr,Sat,M,17413
2001,May,Sun,F,14652
2001,May,Sun,M,15644
2001,May,Mon,F,20557
2001,May,Mon,M,21488
2001,May,Tue,F,30373
2001,May,Tue,M,32578
2001,May,Wed,F,30721
2001,May,Wed,M,32015
2001,May,Thu,F,30705
2001,May,Thu,M,32217
2001,May,Fri,F,23850
2001,May,Fri,M,25018
2001,May,Sat,F,17020
2001,May,Sat,M,17655
2001,Jun,Sun,F,14839
2001,Jun,Sun,M,15640
2001,Jun,Mon,F,22296
2001,Jun,Mon,M,23448
2001,Jun,Tue,F,24641
2001,Jun,Tue,M,25896
2001,Jun,Wed,F,24129
2001,Jun,Wed,M,25556
2001,Jun,Thu,F,24633
2001,Jun,Thu,M,25347
2001,Jun,Fri,F,30264
2001,Jun,Fri,M,31413
2001,Jun,Sat,F,21145
2001,Jun,Sat,M,22290
2001,Jul,Sun,F,19465
2001,Jul,Sun,M,20348
2001,Jul,Mon,F,29252
2001,Jul,Mon,M,30711
2001,Jul,Tue,F,32390
2001,Jul,Tue,M,33615
2001,Jul,Wed,F,23665
2001,Jul,Wed,M,24285
2001,Jul,Thu,F,24913
2001,Jul,Thu,M,26188
2001,Jul,Fri,F,24552
2001,Jul,Fri,M,25529
2001,Jul,Sat,F,17845
2001,Jul,Sat,M,18828
2001,Aug,Sun,F,15455
2001,Aug,Sun,M,16457
2001,Aug,Mon,F,23136
2001,Aug,Mon,M,23999
2001,Aug,Tue,F,25934
2001,Aug,Tue,M,27082
2001,Aug,Wed,F,31559
2001,Aug,Wed,M,32808
2001,Aug,Thu,F,31731
2001,Aug,Thu,M,33575
2001,Aug,Fri,F,31551
2001,Aug,Fri,M,32790
2001,Aug,Sat,F,17665
2001,Aug,Sat,M,18640
2001,Sep,Sun,F,19885
2001,Sep,Sun,M,20801
2001,Sep,Mon,F,21907
2001,Sep,Mon,M,23044
2001,Sep,Tue,F,25684
2001,Sep,Tue,M,26777
2001,Sep,Wed,F,25945
2001,Sep,Wed,M,27058
2001,Sep,Thu,F,26067
2001,Sep,Thu,M,26920
2001,Sep,Fri,F,25653
2001,Sep,Fri,M,27058
2001,Sep,Sat,F,22607
2001,Sep,Sat,M,23680
2001,Oct,Sun,F,14760
2001,Oct,Sun,M,15381
2001,Oct,Mon,F,28117
2001,Oct,Mon,M,29373
2001,Oct,Tue,F,30768
2001,Oct,Tue,M,32325
2001,Oct,Wed,F,29547
2001,Oct,Wed,M,31078
2001,Oct,Thu,F,24354
2001,Oct,Thu,M,25497
2001,Oct,Fri,F,24206
2001,Oct,Fri,M,25033
2001,Oct,Sat,F,16763
2001,Oct,Sat,M,17397
2001,Nov,Sun,F,14588
2001,Nov,Sun,M,14971
2001,Nov,Mon,F,22919
2001,Nov,Mon,M,23959
2001,Nov,Tue,F,24569
2001,Nov,Tue,M,26102
2001,Nov,Wed,F,23847
2001,Nov,Wed,M,24607
2001,Nov,Thu,F,27760
2001,Nov,Thu,M,29284
2001,Nov,Fri,F,28537
2001,Nov,Fri,M,29578
2001,Nov,Sat,F,16361
2001,Nov,Sat,M,17132
2001,Dec,Sun,F,17882
2001,Dec,Sun,M,18785
2001,Dec,Mon,F,25571
2001,Dec,Mon,M,26623
2001,Dec,Tue,F,21840
2001,Dec,Tue,M,22670
2001,Dec,Wed,F,23822
2001,Dec,Wed,M,24856
2001,Dec,Thu,F,25212
2001,Dec,Thu,M,26007
2001,Dec,Fri,F,24943
2001,Dec,Fri,M,25804
2001,Dec,Sat,F,21080
2001,Dec,Sat,M,21901
2002,Jan,Sun,F,14367
2002,Jan,Sun,M,15269
2002,Jan,Mon,F,21823
2002,Jan,Mon,M,22829
2002,Jan,Tue,F,27611
2002,Jan,Tue,M,28657
2002,Jan,Wed,F,27909
2002,Jan,Wed,M,29536
2002,Jan,Thu,F,29398
2002,Jan,Thu,M,31367
2002,Jan,Fri,F,23744
2002,Jan,Fri,M,24674
2002,Jan,Sat,F,16625
2002,Jan,Sat,M,17280
2002,Feb,Sun,F,14382
2002,Feb,Sun,M,15132
2002,Feb,Mon,F,21833
2002,Feb,Mon,M,22802
2002,Feb,Tue,F,24021
2002,Feb,Tue,M,25030
2002,Feb,Wed,F,23663
2002,Feb,Wed,M,24717
2002,Feb,Thu,F,24147
2002,Feb,Thu,M,25126
2002,Feb,Fri,F,23945
2002,Feb,Fri,M,25065
2002,Feb,Sat,F,16754
2002,Feb,Sat,M,17755
2002,Mar,Sun,F,18145
2002,Mar,Sun,M,18784
2002,Mar,Mon,F,21995
2002,Mar,Mon,M,23198
2002,Mar,Tue,F,24477
2002,Mar,Tue,M,25410
2002,Mar,Wed,F,23795
2002,Mar,Wed,M,24843
2002,Mar,Thu,F,24072
2002,Mar,Thu,M,25147
2002,Mar,Fri,F,29498
2002,Mar,Fri,M,30449
2002,Mar,Sat,F,20369
2002,Mar,Sat,M,21712
2002,Apr,Sun,F,13933
2002,Apr,Sun,M,15208
2002,Apr,Mon,F,27107
2002,Apr,Mon,M,28348
2002,Apr,Tue,F,30485
2002,Apr,Tue,M,31848
2002,Apr,Wed,F,23815
2002,Apr,Wed,M,24925
2002,Apr,Thu,F,23918
2002,Apr,Thu,M,24716
2002,Apr,Fri,F,23425
2002,Apr,Fri,M,24301
2002,Apr,Sat,F,15991
2002,Apr,Sat,M,16829
2002,May,Sun,F,14431
2002,May,Sun,M,14894
2002,May,Mon,F,20255
2002,May,Mon,M,21439
2002,May,Tue,F,24139
2002,May,Tue,M,25451
2002,May,Wed,F,30353
2002,May,Wed,M,32056
2002,May,Thu,F,30380
2002,May,Thu,M,31871
2002,May,Fri,F,29818
2002,May,Fri,M,31210
2002,May,Sat,F,16154
2002,May,Sat,M,17004
2002,Jun,Sun,F,18456
2002,Jun,Sun,M,19353
2002,Jun,Mon,F,22712
2002,Jun,Mon,M,23492
2002,Jun,Tue,F,24728
2002,Jun,Tue,M,26263
2002,Jun,Wed,F,24519
2002,Jun,Wed,M,25686
2002,Jun,Thu,F,24622
2002,Jun,Thu,M,25901
2002,Jun,Fri,F,23956
2002,Jun,Fri,M,25485
2002,Jun,Sat,F,20799
2002,Jun,Sat,M,22081
2002,Jul,Sun,F,15261
2002,Jul,Sun,M,16153
2002,Jul,Mon,F,29613
2002,Jul,Mon,M,31013
2002,Jul,Tue,F,32968
2002,Jul,Tue,M,34576
2002,Jul,Wed,F,32186
2002,Jul,Wed,M,33417
2002,Jul,Thu,F,23787
2002,Jul,Thu,M,24973
2002,Jul,Fri,F,24176
2002,Jul,Fri,M,24941
2002,Jul,Sat,F,17094
2002,Jul,Sat,M,18062
2002,Aug,Sun,F,15112
2002,Aug,Sun,M,16140
2002,Aug,Mon,F,23521
2002,Aug,Mon,M,24603
2002,Aug,Tue,F,26030
2002,Aug,Tue,M,27450
2002,Aug,Wed,F,25385
2002,Aug,Wed,M,26665
2002,Aug,Thu,F,32040
2002,Aug,Thu,M,33609
2002,Aug,Fri,F,31388
2002,Aug,Fri,M,33098
2002,Aug,Sat,F,22025
2002,Aug,Sat,M,22879
2002,Sep,Sun,F,19541
2002,Sep,Sun,M,20577
2002,Sep,Mon,F,28239
2002,Sep,Mon,M,29651
2002,Sep,Tue,F,26252
2002,Sep,Tue,M,27566
2002,Sep,Wed,F,25877
2002,Sep,Wed,M,27150
2002,Sep,Thu,F,26691
2002,Sep,Thu,M,27958
2002,Sep,Fri,F,25854
2002,Sep,Fri,M,26923
2002,Sep,Sat,F,17997
2002,Sep,Sat,M,19120
2002,Oct,Sun,F,14657
2002,Oct,Sun,M,15223
2002,Oct,Mon,F,22714
2002,Oct,Mon,M,23496
2002,Oct,Tue,F,31293
2002,Oct,Tue,M,32874
2002,Oct,Wed,F,30510
2002,Oct,Wed,M,31938
2002,Oct,Thu,F,29509
2002,Oct,Thu,M,31071
2002,Oct,Fri,F,24025
2002,Oct,Fri,M,25142
2002,Oct,Sat,F,16774
2002,Oct,Sat,M,17098
2002,Nov,Sun,F,14456
2002,Nov,Sun,M,15224
2002,Nov,Mon,F,22905
2002,Nov,Mon,M,23757
2002,Nov,Tue,F,24510
2002,Nov,Tue,M,26111
2002,Nov,Wed,F,23549
2002,Nov,Wed,M,24202
2002,Nov,Thu,F,21587
2002,Nov,Thu,M,22759
2002,Nov,Fri,F,28670
2002,Nov,Fri,M,29856
2002,Nov,Sat,F,20172
2002,Nov,Sat,M,21291
2002,Dec,Sun,F,18236
2002,Dec,Sun,M,19028
2002,Dec,Mon,F,29165
2002,Dec,Mon,M,29899
2002,Dec,Tue,F,29076
2002,Dec,Tue,M,30920
2002,Dec,Wed,F,21637
2002,Dec,Wed,M,22996
2002,Dec,Thu,F,24037
2002,Dec,Thu,M,25141
2002,Dec,Fri,F,24444
2002,Dec,Fri,M,25577
2002,Dec,Sat,F,16987
2002,Dec,Sat,M,17587
2003,Jan,Sun,F,14301
2003,Jan,Sun,M,14996
2003,Jan,Mon,F,21596
2003,Jan,Mon,M,22772
2003,Jan,Tue,F,24082
2003,Jan,Tue,M,25449
2003,Jan,Wed,F,26887
2003,Jan,Wed,M,28409
2003,Jan,Thu,F,28661
2003,Jan,Thu,M,29962
2003,Jan,Fri,F,29342
2003,Jan,Fri,M,30535
2003,Jan,Sat,F,16331
2003,Jan,Sat,M,16981
2003,Feb,Sun,F,14621
2003,Feb,Sun,M,15494
2003,Feb,Mon,F,22124
2003,Feb,Mon,M,23214
2003,Feb,Tue,F,24411
2003,Feb,Tue,M,25663
2003,Feb,Wed,F,23745
2003,Feb,Wed,M,24965
2003,Feb,Thu,F,24071
2003,Feb,Thu,M,24971
2003,Feb,Fri,F,24413
2003,Feb,Fri,M,25419
2003,Feb,Sat,F,16893
2003,Feb,Sat,M,17658
2003,Mar,Sun,F,17951
2003,Mar,Sun,M,18924
2003,Mar,Mon,F,28593
2003,Mar,Mon,M,29976
2003,Mar,Tue,F,24631
2003,Mar,Tue,M,26307
2003,Mar,Wed,F,24061
2003,Mar,Wed,M,25264
2003,Mar,Thu,F,24087
2003,Mar,Thu,M,25425
2003,Mar,Fri,F,24171
2003,Mar,Fri,M,25509
2003,Mar,Sat,F,20824
2003,Mar,Sat,M,21695
2003,Apr,Sun,F,14111
2003,Apr,Sun,M,14655
2003,Apr,Mon,F,22541
2003,Apr,Mon,M,23441
2003,Apr,Tue,F,30636
2003,Apr,Tue,M,31705
2003,Apr,Wed,F,30057
2003,Apr,Wed,M,32072
2003,Apr,Thu,F,24249
2003,Apr,Thu,M,25705
2003,Apr,Fri,F,23745
2003,Apr,Fri,M,24575
2003,Apr,Sat,F,16092
2003,Apr,Sat,M,17005
2003,May,Sun,F,14806
2003,May,Sun,M,15300
2003,May,Mon,F,21364
2003,May,Mon,M,22088
2003,May,Tue,F,24727
2003,May,Tue,M,25849
2003,May,Wed,F,25264
2003,May,Wed,M,26637
2003,May,Thu,F,31524
2003,May,Thu,M,33116
2003,May,Fri,F,30947
2003,May,Fri,M,32616
2003,May,Sat,F,20818
2003,May,Sat,M,22169
2003,Jun,Sun,F,18441
2003,Jun,Sun,M,19560
2003,Jun,Mon,F,29137
2003,Jun,Mon,M,30861
2003,Jun,Tue,F,25592
2003,Jun,Tue,M,26894
2003,Jun,Wed,F,25146
2003,Jun,Wed,M,26636
2003,Jun,Thu,F,25068
2003,Jun,Thu,M,26387
2003,Jun,Fri,F,24242
2003,Jun,Fri,M,25436
2003,Jun,Sat,F,16697
2003,Jun,Sat,M,17847
2003,Jul,Sun,F,15257
2003,Jul,Sun,M,16141
2003,Jul,Mon,F,23988
2003,Jul,Mon,M,25072
2003,Jul,Tue,F,33048
2003,Jul,Tue,M,34893
2003,Jul,Wed,F,32578
2003,Jul,Wed,M,34217
2003,Jul,Thu,F,32587
2003,Jul,Thu,M,34190
2003,Jul,Fri,F,23449
2003,Jul,Fri,M,24689
2003,Jul,Sat,F,16848
2003,Jul,Sat,M,17843
2003,Aug,Sun,F,18994
2003,Aug,Sun,M,20234
2003,Aug,Mon,F,24018
2003,Aug,Mon,M,24795
2003,Aug,Tue,F,26555
2003,Aug,Tue,M,27970
2003,Aug,Wed,F,25782
2003,Aug,Wed,M,27166
2003,Aug,Thu,F,26211
2003,Aug,Thu,M,27515
2003,Aug,Fri,F,32128
2003,Aug,Fri,M,33898
2003,Aug,Sat,F,22009
2003,Aug,Sat,M,23408
2003,Sep,Sun,F,16062
2003,Sep,Sun,M,16930
2003,Sep,Mon,F,28841
2003,Sep,Mon,M,29705
2003,Sep,Tue,F,32908
2003,Sep,Tue,M,34516
2003,Sep,Wed,F,27122
2003,Sep,Wed,M,28254
2003,Sep,Thu,F,26646
2003,Sep,Thu,M,27661
2003,Sep,Fri,F,26524
2003,Sep,Fri,M,27704
2003,Sep,Sat,F,18167
2003,Sep,Sat,M,19158
2003,Oct,Sun,F,14940
2003,Oct,Sun,M,15632
2003,Oct,Mon,F,22938
2003,Oct,Mon,M,23880
2003,Oct,Tue,F,25686
2003,Oct,Tue,M,26823
2003,Oct,Wed,F,31723
2003,Oct,Wed,M,32924
2003,Oct,Thu,F,31354
2003,Oct,Thu,M,32594
2003,Oct,Fri,F,30194
2003,Oct,Fri,M,31452
2003,Oct,Sat,F,16824
2003,Oct,Sat,M,17619
2003,Nov,Sun,F,17836
2003,Nov,Sun,M,18973
2003,Nov,Mon,F,24020
2003,Nov,Mon,M,24673
2003,Nov,Tue,F,25709
2003,Nov,Tue,M,26722
2003,Nov,Wed,F,24332
2003,Nov,Wed,M,25402
2003,Nov,Thu,F,22064
2003,Nov,Thu,M,22722
2003,Nov,Fri,F,22739
2003,Nov,Fri,M,23878
2003,Nov,Sat,F,20160
2003,Nov,Sat,M,21387
2003,Dec,Sun,F,14491
2003,Dec,Sun,M,15328
2003,Dec,Mon,F,29999
2003,Dec,Mon,M,31408
2003,Dec,Tue,F,32619
2003,Dec,Tue,M,33684
2003,Dec,Wed,F,29263
2003,Dec,Wed,M,30746
2003,Dec,Thu,F,21952
2003,Dec,Thu,M,22952
2003,Dec,Fri,F,23338
2003,Dec,Fri,M,24517
2003,Dec,Sat,F,16484
2003,Dec,Sat,M,17288
2004,Jan,Sun,F,14344
2004,Jan,Sun,M,14920
2004,Jan,Mon,F,22293
2004,Jan,Mon,M,23046
2004,Jan,Tue,F,24434
2004,Jan,Tue,M,25837
2004,Jan,Wed,F,24187
2004,Jan,Wed,M,25688
2004,Jan,Thu,F,28194
2004,Jan,Thu,M,29560
2004,Jan,Fri,F,29154
2004,Jan,Fri,M,30313
2004,Jan,Sat,F,20024
2004,Jan,Sat,M,21414
2004,Feb,Sun,F,18057
2004,Feb,Sun,M,18678
2004,Feb,Mon,F,22281
2004,Feb,Mon,M,23147
2004,Feb,Tue,F,24947
2004,Feb,Tue,M,26206
2004,Feb,Wed,F,24529
2004,Feb,Wed,M,25847
2004,Feb,Thu,F,24357
2004,Feb,Thu,M,25664
2004,Feb,Fri,F,23809
2004,Feb,Fri,M,24763
2004,Feb,Sat,F,16732
2004,Feb,Sat,M,17293
2004,Mar,Sun,F,14380
2004,Mar,Sun,M,15064
2004,Mar,Mon,F,28296
2004,Mar,Mon,M,30183
2004,Mar,Tue,F,30985
2004,Mar,Tue,M,32722
2004,Mar,Wed,F,30725
2004,Mar,Wed,M,31846
2004,Mar,Thu,F,24494
2004,Mar,Thu,M,25649
2004,Mar,Fri,F,23819
2004,Mar,Fri,M,25263
2004,Mar,Sat,F,16259
2004,Mar,Sat,M,17169
2004,Apr,Sun,F,14134
2004,Apr,Sun,M,14974
2004,Apr,Mon,F,22776
2004,Apr,Mon,M,24060
2004,Apr,Tue,F,24977
2004,Apr,Tue,M,26107
2004,Apr,Wed,F,24550
2004,Apr,Wed,M,25741
2004,Apr,Thu,F,30502
2004,Apr,Thu,M,31774
2004,Apr,Fri,F,29841
2004,Apr,Fri,M,31093
2004,Apr,Sat,F,16138
2004,Apr,Sat,M,17191
2004,May,Sun,F,18059
2004,May,Sun,M,19076
2004,May,Mon,F,26862
2004,May,Mon,M,28666
2004,May,Tue,F,25110
2004,May,Tue,M,26733
2004,May,Wed,F,24655
2004,May,Wed,M,25759
2004,May,Thu,F,24826
2004,May,Thu,M,26012
2004,May,Fri,F,24231
2004,May,Fri,M,25956
2004,May,Sat,F,20523
2004,May,Sat,M,21700
2004,Jun,Sun,F,14540
2004,Jun,Sun,M,15569
2004,Jun,Mon,F,23626
2004,Jun,Mon,M,24446
2004,Jun,Tue,F,31696
2004,Jun,Tue,M,33016
2004,Jun,Wed,F,31847
2004,Jun,Wed,M,33353
2004,Jun,Thu,F,25647
2004,Jun,Thu,M,26655
2004,Jun,Fri,F,24952
2004,Jun,Fri,M,25904
2004,Jun,Sat,F,16698
